2018-06-04 15:28:22.345690,26.86,27.83,27.34,28.32
2018-06-04 15:28:22.875258,26.86,27.34,27.34,27.83
2018-06-04 15:28:23.388255,26.86,27.83,26.86,28.32
2018-06-04 15:28:23.889803,26.86,27.34,26.86,28.32
2018-06-04 15:28:24.405673,26.37,27.83,27.34,27.83
2018-06-04 15:28:24.925215,26.86,27.83,26.86,28.32
2018-06-04 15:28:25.425458,26.86,27.83,27.34,28.32
2018-06-04 15:28:25.939689,26.37,27.83,27.34,28.32
2018-06-04 15:28:26.457270,26.86,27.83,27.34,28.32
2018-06-04 15:28:26.971017,26.37,27.83,27.34,28.32
2018-06-04 15:28:27.484849,26.86,27.83,27.34,28.32
2018-06-04 15:28:28.005535,26.86,27.83,27.34,28.32
2018-06-04 15:28:28.507515,26.86,27.83,27.34,28.32
2018-06-04 15:28:29.024499,26.37,27.83,27.34,27.83
2018-06-04 15:28:29.540390,26.86,27.34,26.86,28.32
2018-06-04 15:28:30.039831,26.86,27.83,26.86,28.32
2018-06-04 15:28:30.556854,26.86,27.83,27.34,28.32
2018-06-04 15:28:31.074215,26.86,27.83,27.34,27.83
2018-06-04 15:28:31.576588,26.86,27.83,27.34,27.83
2018-06-04 15:28:32.101129,26.86,27.83,27.34,28.32
2018-06-04 15:28:32.606491,26.86,27.83,27.34,28.32
2018-06-04 15:28:33.123990,26.86,27.83,26.86,27.83
2018-06-04 15:28:33.639945,26.86,27.83,27.34,27.83
2018-06-04 15:28:34.156123,26.86,27.83,27.34,28.32
2018-06-04 15:28:34.673905,26.86,27.83,27.34,27.83
2018-06-04 15:28:35.191125,26.86,27.83,27.34,28.32
2018-06-04 15:28:35.693245,26.86,27.83,27.34,28.32
2018-06-04 15:28:36.212094,26.86,27.34,27.34,28.32
2018-06-04 15:28:36.726017,26.86,27.83,27.34,28.32
2018-06-04 15:28:37.242402,26.37,27.83,27.34,28.32
2018-06-04 15:28:37.762399,26.86,27.83,27.34,28.32
2018-06-04 15:28:38.280557,26.86,27.83,27.34,27.83
2018-06-04 15:28:38.796128,26.86,27.34,27.34,28.32
2018-06-04 15:28:39.307803,26.86,27.34,26.86,28.32
2018-06-04 15:28:39.813888,26.86,27.83,27.34,27.83
2018-06-04 15:28:40.324770,26.86,27.34,27.34,27.83
2018-06-04 15:28:40.834826,26.86,27.34,27.34,28.32
2018-06-04 15:28:41.343528,26.86,27.83,27.34,28.32
2018-06-04 15:28:41.847957,26.86,27.83,26.86,28.32
2018-06-04 15:28:42.364072,26.86,27.83,27.34,28.32
2018-06-04 15:28:42.872052,26.86,27.83,26.86,28.32
2018-06-04 15:28:43.387338,26.86,27.83,27.34,28.32
2018-06-04 15:28:43.904287,26.86,27.34,27.34,28.32
2018-06-04 15:28:44.422523,26.86,27.83,27.34,27.83
2018-06-04 15:28:44.936451,26.86,27.83,26.86,28.32
2018-06-04 15:28:45.453155,26.86,27.34,27.34,27.83
2018-06-04 15:28:45.974497,26.86,27.83,27.34,27.83
2018-06-04 15:28:46.487173,26.37,27.34,27.34,28.32
2018-06-04 15:28:46.999251,26.86,27.34,26.86,27.83
2018-06-04 15:28:47.510581,26.86,27.83,27.34,27.83
2018-06-04 15:28:48.021749,26.86,27.83,27.34,28.32
2018-06-04 15:28:48.528701,26.86,27.34,27.34,27.83
2018-06-04 15:28:49.037021,26.86,27.83,26.86,28.32
2018-06-04 15:28:49.542701,26.86,27.83,27.34,28.32
2018-06-04 15:28:50.050189,26.86,27.83,27.34,28.32
2018-06-04 15:28:50.565159,26.86,27.83,26.86,27.83
2018-06-04 15:28:51.087341,26.86,27.83,27.34,27.83
2018-06-04 15:28:51.597397,26.86,27.34,27.34,28.32
2018-06-04 15:28:52.109199,26.86,27.83,27.34,27.83
2018-06-04 15:28:52.620324,26.86,27.83,27.34,28.32
2018-06-04 15:28:53.128752,26.86,27.34,26.86,28.32
2018-06-04 15:28:53.638202,26.86,27.83,26.86,27.83
2018-06-04 15:28:54.145058,26.37,27.34,27.34,28.32
2018-06-04 15:28:54.654306,26.86,27.34,26.86,27.83
2018-06-04 15:28:55.160982,26.86,27.83,27.34,28.32
2018-06-04 15:28:55.669188,26.86,27.83,27.34,28.32
2018-06-04 15:28:56.175336,26.86,27.83,27.34,27.83
2018-06-04 15:28:56.681593,26.86,27.83,27.34,27.83
