Fecha,Exterior,Interior,Sensor 2,Sensor 1
2018-06-04 12:25:17.260902,26.37,26.86,25.88,26.86
2018-06-04 12:25:17.569506,26.86,26.37,26.37,26.37
2018-06-04 12:25:17.877228,26.86,26.86,26.37,26.37
2018-06-04 12:25:18.184951,26.37,26.86,26.37,26.37
2018-06-04 12:25:18.492674,26.37,26.86,26.37,26.86
2018-06-04 12:25:18.797535,26.37,25.88,26.37,26.37
2018-06-04 12:25:19.104343,26.37,26.86,26.37,26.86
2018-06-04 12:25:19.413138,26.37,26.37,26.37,26.86
2018-06-04 12:25:19.717578,26.37,26.86,25.88,26.37
2018-06-04 12:25:20.024801,26.37,26.86,26.86,26.86
2018-06-04 12:25:20.332794,26.86,26.86,26.37,26.37
2018-06-04 12:25:20.640617,26.37,26.86,26.37,26.86
2018-06-04 12:25:20.945083,26.37,26.37,25.88,26.86
2018-06-04 12:25:21.252768,26.37,26.37,26.37,26.37
2018-06-04 12:25:21.561040,26.37,26.86,26.37,26.86
2018-06-04 12:25:21.869355,26.37,26.86,26.37,26.86
2018-06-04 12:25:22.173808,26.86,26.37,26.37,26.37
2018-06-04 12:25:22.481981,26.37,26.86,26.37,26.86
2018-06-04 12:25:22.789204,26.37,26.86,26.37,26.86
2018-06-04 12:25:23.096427,26.37,26.37,26.37,26.37
2018-06-04 12:25:23.404000,26.37,26.86,26.37,26.86
2018-06-04 12:25:23.710735,26.37,26.37,26.37,26.86
2018-06-04 12:25:24.018734,26.37,26.37,26.37,26.37
2018-06-04 12:25:24.326458,25.88,26.86,26.37,26.37
2018-06-04 12:25:24.634756,26.37,26.37,26.37,26.86
2018-06-04 12:25:24.942296,26.37,26.37,26.37,26.37
2018-06-04 12:25:25.250290,26.37,26.86,26.37,26.37
2018-06-04 12:25:25.558514,26.37,26.86,26.37,26.86
2018-06-04 12:25:25.866157,26.86,26.37,26.37,26.37
2018-06-04 12:25:26.173778,26.37,26.86,26.37,26.86
2018-06-04 12:25:26.482000,26.37,26.86,26.37,26.86
2018-06-04 12:25:26.787074,26.86,26.37,25.88,26.37
2018-06-04 12:25:27.095911,26.37,26.86,26.37,26.86
2018-06-04 12:25:27.400687,26.37,26.86,26.37,26.86
2018-06-04 12:25:27.708410,26.86,26.37,26.37,26.37
2018-06-04 12:25:28.013769,26.37,26.86,26.37,26.37
2018-06-04 12:25:28.319872,26.37,26.86,26.86,26.86
2018-06-04 12:25:28.627090,26.37,26.37,26.37,26.37
2018-06-04 12:25:28.932318,26.37,26.86,26.37,26.37
2018-06-04 12:25:29.240111,26.37,26.37,26.37,26.37
2018-06-04 12:25:29.546774,26.37,26.37,26.37,26.37
2018-06-04 12:25:29.852041,26.37,27.34,26.37,26.37
2018-06-04 12:25:30.159676,26.37,26.37,25.88,26.86
2018-06-04 12:25:30.465908,26.37,26.37,26.37,26.86
2018-06-04 12:25:30.773507,26.37,26.86,26.37,26.37
2018-06-04 12:25:31.078330,26.37,26.37,26.37,26.86
2018-06-04 12:25:31.382580,26.37,26.37,26.37,26.37
2018-06-04 12:25:31.690253,26.37,26.86,26.37,26.86
2018-06-04 12:25:31.996429,26.37,26.37,26.37,26.86
2018-06-04 12:25:32.307986,26.86,26.37,26.37,26.37
2018-06-04 12:25:32.615830,26.37,26.86,26.37,26.37
2018-06-04 12:25:32.920745,26.37,26.37,26.37,26.37
2018-06-04 12:25:33.228121,26.37,26.86,26.37,26.37
2018-06-04 12:25:33.535693,26.37,26.86,26.37,26.37
2018-06-04 12:25:33.843203,26.37,26.37,26.37,26.37
2018-06-04 12:25:34.149927,26.86,26.86,26.37,26.37
2018-06-04 12:25:34.456923,26.37,26.86,26.86,26.37
2018-06-04 12:25:34.761472,26.37,26.86,26.37,26.86
2018-06-04 12:25:35.066191,26.37,26.37,26.37,26.86
2018-06-04 12:25:35.373352,26.37,26.37,26.37,26.86
2018-06-04 12:25:35.686147,26.37,26.37,25.88,26.86
2018-06-04 12:25:35.993871,26.37,26.37,26.37,26.37
2018-06-04 12:25:36.298516,26.37,26.86,26.37,26.86
2018-06-04 12:25:36.606377,26.37,26.86,26.37,26.86
2018-06-04 12:25:36.913047,26.37,26.37,26.37,26.37
2018-06-04 12:25:37.219138,26.37,26.86,26.37,26.86
2018-06-04 12:25:37.525994,26.37,26.37,26.37,26.86
2018-06-04 12:25:37.832213,26.37,26.86,26.37,26.37
2018-06-04 12:25:38.139724,26.37,26.86,26.37,26.37
2018-06-04 12:25:38.445918,26.37,26.37,26.37,26.86
2018-06-04 12:25:38.753713,26.86,26.86,26.37,26.37
2018-06-04 12:25:39.058915,26.37,26.86,26.37,26.37
2018-06-04 12:25:39.365538,26.37,26.37,25.88,26.86
2018-06-04 12:25:39.673642,26.86,26.37,25.88,26.37
2018-06-04 12:25:39.981552,26.37,26.86,26.37,26.86
2018-06-04 12:25:40.286778,26.37,26.37,25.88,26.37
2018-06-04 12:25:40.594025,26.37,26.37,26.37,26.37
2018-06-04 12:25:40.901248,26.37,26.86,26.37,26.37
2018-06-04 12:25:41.208661,26.37,26.86,26.37,26.86
2018-06-04 12:25:41.513690,26.86,26.86,26.37,26.86
2018-06-04 12:25:41.820682,26.37,26.86,25.88,26.37
2018-06-04 12:25:42.128861,26.37,26.37,25.88,26.37
2018-06-04 12:25:42.436178,26.37,26.37,25.88,26.37
2018-06-04 12:25:42.744539,26.37,26.86,26.37,26.86
2018-06-04 12:25:43.052159,26.37,26.86,25.88,26.86
2018-06-04 12:25:43.357120,26.37,26.86,26.37,26.37
2018-06-04 12:25:43.662768,26.37,26.86,26.37,26.86
2018-06-04 12:25:43.966849,26.37,26.37,26.37,26.86
2018-06-04 12:25:44.272144,26.37,26.37,26.37,26.37
2018-06-04 12:25:44.576796,26.37,26.86,26.37,26.37
2018-06-04 12:25:44.884436,26.37,26.37,25.88,26.86
2018-06-04 12:25:45.192640,26.37,26.37,26.37,26.37
2018-06-04 12:25:45.498290,26.37,26.86,26.37,26.86
2018-06-04 12:25:45.806161,26.37,26.37,25.88,26.86
2018-06-04 12:25:46.110490,26.37,26.37,26.37,26.37
2018-06-04 12:25:46.416164,26.37,26.86,26.86,26.86
2018-06-04 12:25:46.724217,26.37,26.37,25.88,26.37
2018-06-04 12:25:47.031054,26.37,26.86,26.37,26.37
2018-06-04 12:25:47.336487,26.37,26.86,26.37,26.86
2018-06-04 12:25:47.643365,26.37,26.86,26.86,26.86
2018-06-04 12:25:47.951590,26.37,26.86,26.37,26.37
2018-06-04 12:25:48.258817,26.37,26.86,26.37,26.37
2018-06-04 12:25:48.567458,26.37,26.37,26.37,26.86
2018-06-04 12:25:48.875732,26.37,26.37,26.37,26.37
2018-06-04 12:25:49.177942,26.37,26.86,26.37,26.86
2018-06-04 12:25:49.487690,26.37,26.37,25.88,26.86
2018-06-04 12:25:49.796448,26.37,26.86,26.37,26.37
2018-06-04 12:25:50.103911,25.88,26.86,26.37,26.86
2018-06-04 12:25:50.411590,26.37,26.86,25.88,26.37
2018-06-04 12:25:50.716423,26.37,26.86,26.37,26.37
2018-06-04 12:25:51.023824,26.37,26.86,26.37,26.37
2018-06-04 12:25:51.332138,25.88,26.37,25.88,26.86
2018-06-04 12:25:51.639577,26.37,26.86,26.37,26.37
2018-06-04 12:25:51.945385,25.88,26.86,26.37,26.86
2018-06-04 12:25:52.252818,26.37,26.37,26.37,26.86
2018-06-04 12:25:52.560577,26.37,26.86,26.37,26.37
2018-06-04 12:25:52.868425,26.37,26.86,26.37,26.86
2018-06-04 12:25:53.174147,26.37,26.86,25.88,26.37
2018-06-04 12:25:53.482349,26.37,26.37,26.37,26.37
2018-06-04 12:25:53.790466,25.88,26.86,26.37,26.86
2018-06-04 12:25:54.097762,26.37,26.37,26.86,26.37
2018-06-04 12:25:54.402483,25.88,26.37,25.88,26.37
2018-06-04 12:25:54.709238,25.88,26.86,26.37,26.37
2018-06-04 12:25:55.015459,26.37,26.37,26.37,26.86
2018-06-04 12:25:55.322704,26.37,26.86,26.37,26.37
2018-06-04 12:25:55.624537,26.37,26.37,26.37,26.37
2018-06-04 12:25:55.936126,25.88,26.37,25.88,26.86
2018-06-04 12:25:56.242780,26.37,26.86,26.37,26.37
2018-06-04 12:25:56.549503,26.37,26.37,26.37,26.37
2018-06-04 12:25:56.854070,26.37,26.37,25.88,26.86
2018-06-04 12:25:57.161902,26.37,26.37,25.88,26.37
2018-06-04 12:25:57.469124,26.37,26.86,26.37,26.37
2018-06-04 12:25:57.776348,25.88,26.37,25.88,26.86
2018-06-04 12:25:58.083570,25.88,26.37,25.88,26.37
2018-06-04 12:25:58.389224,25.88,26.86,26.37,26.37
2018-06-04 12:25:58.697451,25.88,26.37,25.88,26.86
2018-06-04 12:25:59.004548,25.88,26.86,26.37,26.86
2018-06-04 12:25:59.313274,26.37,26.86,26.37,26.86
2018-06-04 12:25:59.618998,25.88,26.86,25.88,26.37
2018-06-04 12:25:59.924795,25.88,26.86,25.88,26.37
2018-06-04 12:26:00.231522,25.88,26.86,26.37,26.86
2018-06-04 12:26:00.539723,26.37,26.37,25.88,26.86
2018-06-04 12:26:00.846243,26.37,26.37,26.37,26.37
2018-06-04 12:26:01.152158,25.88,26.86,26.37,26.37
2018-06-04 12:26:01.459747,26.37,26.86,26.37,26.86
2018-06-04 12:26:01.766965,26.37,26.37,26.37,26.37
2018-06-04 12:26:02.075709,26.37,26.86,26.37,26.86
2018-06-04 12:26:02.389672,26.37,26.86,25.88,26.86
2018-06-04 12:26:02.700419,26.37,26.86,26.37,26.86
2018-06-04 12:26:03.007693,26.37,26.86,26.37,26.86
2018-06-04 12:26:03.316118,26.37,26.37,25.88,26.37
2018-06-04 12:26:03.623340,26.37,26.37,26.37,26.37
2018-06-04 12:26:03.930692,25.88,26.37,26.37,26.37
2018-06-04 12:26:04.238050,25.88,26.37,26.37,26.37
2018-06-04 12:26:04.545922,25.88,26.86,26.37,26.86
2018-06-04 12:26:04.856895,25.88,26.86,26.37,26.37
2018-06-04 12:26:05.167874,25.88,26.37,26.37,26.37
2018-06-04 12:26:05.476097,25.88,26.37,26.37,26.86
2018-06-04 12:26:05.783319,25.88,26.37,26.37,26.37
2018-06-04 12:26:06.090442,25.88,26.86,26.37,26.86
2018-06-04 12:26:06.425754,25.88,26.86,26.37,26.37
2018-06-04 12:26:06.732312,25.39,26.86,25.88,26.37
2018-06-04 12:26:07.039952,25.88,26.37,26.37,26.86
2018-06-04 12:26:07.344994,25.88,26.86,26.37,26.37
2018-06-04 12:26:07.651292,25.88,26.86,26.37,26.86
2018-06-04 12:26:07.958790,25.88,26.37,26.37,26.37
2018-06-04 12:26:08.266216,25.88,26.86,26.37,26.37
2018-06-04 12:26:08.573940,25.88,26.37,26.37,26.86
2018-06-04 12:26:08.881928,25.88,26.86,26.37,26.37
2018-06-04 12:26:09.189456,25.88,26.37,26.37,26.37
2018-06-04 12:26:09.497428,25.88,26.37,26.37,26.86
2018-06-04 12:26:09.804157,25.88,26.37,26.37,26.37
2018-06-04 12:26:10.110185,25.88,26.37,26.37,26.37
2018-06-04 12:26:10.417501,25.88,26.37,25.88,26.37
2018-06-04 12:26:10.725024,25.88,26.86,26.37,26.86
2018-06-04 12:26:11.031404,26.37,26.37,26.37,26.37
2018-06-04 12:26:11.339481,25.88,26.86,25.88,26.37
2018-06-04 12:26:11.644609,25.88,26.37,26.37,26.37
2018-06-04 12:26:11.949329,26.37,26.37,25.88,26.86
2018-06-04 12:26:12.255804,25.88,26.86,26.37,26.37
2018-06-04 12:26:12.560969,25.88,26.86,26.37,26.37
2018-06-04 12:26:12.868618,25.88,26.86,26.37,26.37
2018-06-04 12:26:13.176227,25.88,26.86,25.88,26.37
2018-06-04 12:26:13.483770,25.88,26.37,26.37,26.86
2018-06-04 12:26:13.791941,25.88,26.86,26.37,26.37
2018-06-04 12:26:14.099983,25.88,26.37,26.37,26.86
2018-06-04 12:26:14.407690,25.88,26.86,26.37,26.37
2018-06-04 12:26:14.714412,25.88,26.86,26.37,26.86
2018-06-04 12:26:15.019723,25.39,26.86,26.37,26.37
2018-06-04 12:26:15.327087,25.88,26.37,25.88,26.86
2018-06-04 12:26:15.632809,25.88,26.86,26.37,26.86
2018-06-04 12:26:15.941321,25.88,26.37,26.37,26.37
2018-06-04 12:26:16.245541,25.88,26.86,26.37,26.86
2018-06-04 12:26:16.550040,25.88,26.86,26.37,26.37
2018-06-04 12:26:16.857528,26.37,26.86,26.37,26.37
2018-06-04 12:26:17.163128,25.88,26.37,26.37,26.37
2018-06-04 12:26:17.470512,25.88,26.37,26.37,26.86
2018-06-04 12:26:17.776707,25.88,26.86,26.37,26.86
2018-06-04 12:26:18.081928,25.88,26.37,26.37,26.86
2018-06-04 12:26:18.389898,25.88,26.86,26.37,26.86
2018-06-04 12:26:18.695441,25.88,26.86,26.37,26.37
2018-06-04 12:26:19.001663,25.88,26.37,26.37,26.86
2018-06-04 12:26:19.308890,25.88,26.86,26.37,26.86
2018-06-04 12:26:19.615158,25.88,26.37,26.37,26.37
2018-06-04 12:26:19.922752,25.88,26.86,26.37,26.37
2018-06-04 12:26:20.230349,25.88,26.86,26.37,26.86
2018-06-04 12:26:20.535813,25.88,26.86,26.37,26.37
2018-06-04 12:26:20.843037,26.37,26.86,26.37,26.37
2018-06-04 12:26:21.150733,25.88,26.37,26.37,26.37
2018-06-04 12:26:21.459030,25.39,26.86,26.37,26.86
2018-06-04 12:26:21.765753,25.88,26.86,26.37,26.37
2018-06-04 12:26:22.072779,25.88,26.37,26.37,26.37
2018-06-04 12:26:22.378926,25.88,26.37,26.37,26.86
2018-06-04 12:26:22.686147,25.88,26.86,26.37,26.86
2018-06-04 12:26:22.993901,25.88,26.86,26.37,26.37
2018-06-04 12:26:23.301153,25.39,26.86,25.88,26.37
2018-06-04 12:26:23.606239,25.88,26.37,26.37,26.37
2018-06-04 12:26:23.912575,25.88,26.37,26.37,26.37
2018-06-04 12:26:24.220300,25.88,26.86,25.88,26.37
2018-06-04 12:26:24.524745,25.88,26.86,26.37,26.86
2018-06-04 12:26:24.829009,25.88,26.37,25.88,26.86
2018-06-04 12:26:25.136367,25.88,26.86,26.37,26.86
2018-06-04 12:26:25.441179,25.88,26.37,26.37,26.37
2018-06-04 12:26:25.746121,25.88,26.86,26.37,26.37
2018-06-04 12:26:26.054216,25.39,26.86,26.37,26.37
2018-06-04 12:26:26.361733,25.88,26.37,26.37,26.37
2018-06-04 12:26:26.667713,25.88,26.86,25.88,26.86
2018-06-04 12:26:26.975949,25.88,26.86,26.37,26.86
2018-06-04 12:26:27.283532,25.88,26.86,26.37,26.37
2018-06-04 12:26:27.590698,25.88,26.86,26.37,26.86
2018-06-04 12:26:27.895695,25.39,26.86,26.37,26.37
2018-06-04 12:26:28.200678,25.39,26.86,26.37,26.37
2018-06-04 12:26:28.509505,25.39,26.37,26.37,26.86
2018-06-04 12:26:28.814932,25.88,26.37,26.37,26.86
2018-06-04 12:26:29.119752,25.88,26.86,26.37,26.37
2018-06-04 12:26:29.424934,25.88,26.86,26.37,26.37
2018-06-04 12:26:29.732402,25.88,26.86,26.37,26.86
2018-06-04 12:26:30.040137,25.88,26.86,26.37,26.37
2018-06-04 12:26:30.347351,25.88,26.37,26.37,26.37
2018-06-04 12:26:30.655313,25.88,26.86,25.88,26.37
2018-06-04 12:26:30.961707,25.88,26.37,26.37,26.86
2018-06-04 12:26:31.267885,25.88,26.37,26.37,26.37
2018-06-04 12:26:31.574398,25.88,26.86,26.37,26.37
2018-06-04 12:26:31.880393,25.39,26.37,26.37,26.86
2018-06-04 12:26:32.187924,25.88,26.37,26.37,26.37
2018-06-04 12:26:32.492587,25.88,26.86,26.37,26.86
2018-06-04 12:26:32.796742,25.39,26.37,26.37,26.86
2018-06-04 12:26:33.101839,25.88,26.86,26.37,26.37
2018-06-04 12:26:33.409259,25.88,26.86,26.37,26.37
2018-06-04 12:26:33.713241,25.88,26.37,26.37,26.37
2018-06-04 12:26:34.020555,25.39,26.37,26.37,26.37
2018-06-04 12:26:34.325278,25.88,26.86,26.37,26.37
2018-06-04 12:26:34.631005,25.88,26.37,26.37,26.86
2018-06-04 12:26:34.937873,25.88,26.86,26.37,26.86
2018-06-04 12:26:35.245601,25.88,26.86,26.37,26.86
2018-06-04 12:26:35.553066,25.39,26.86,26.37,26.86
2018-06-04 12:26:35.860790,25.88,26.86,26.37,26.86
2018-06-04 12:26:36.166556,25.88,26.37,26.37,26.37
2018-06-04 12:26:36.474072,25.88,26.86,26.37,26.86
2018-06-04 12:26:36.781159,25.88,26.37,26.37,26.86
2018-06-04 12:26:37.087927,25.88,26.86,26.37,26.37
2018-06-04 12:26:37.394811,25.39,26.86,26.37,26.37
2018-06-04 12:26:37.702031,25.88,26.37,26.37,26.37
2018-06-04 12:26:38.008826,25.88,26.86,26.37,26.86
2018-06-04 12:26:38.314010,25.88,26.37,26.37,26.86
2018-06-04 12:26:38.614678,25.88,26.37,26.37,26.37
2018-06-04 12:26:38.924948,25.88,26.37,26.37,26.37
2018-06-04 12:26:39.232156,25.88,26.86,26.37,26.37
2018-06-04 12:26:39.539693,25.39,26.86,26.37,26.86
2018-06-04 12:26:39.845691,25.88,26.86,26.37,26.37
2018-06-04 12:26:40.150519,25.88,26.86,26.37,26.86
2018-06-04 12:26:40.455739,25.88,26.86,26.37,26.86
2018-06-04 12:26:40.761362,25.39,26.86,26.37,26.86
2018-06-04 12:26:41.066541,25.39,26.86,26.37,26.37
2018-06-04 12:26:41.374406,25.88,26.86,26.37,26.86
2018-06-04 12:26:41.679282,25.88,26.37,26.37,26.86
2018-06-04 12:26:41.985236,25.88,26.86,26.37,26.37
2018-06-04 12:26:42.291893,25.39,26.86,26.37,26.37
2018-06-04 12:26:42.598248,25.39,26.86,25.88,26.37
2018-06-04 12:26:42.906797,25.88,26.86,26.37,26.37
2018-06-04 12:26:43.213027,25.88,26.86,26.37,26.37
2018-06-04 12:26:43.519752,25.39,26.86,26.37,26.86
2018-06-04 12:26:43.828635,25.88,26.37,26.37,26.86
2018-06-04 12:26:44.133145,25.88,26.86,26.37,26.37
2018-06-04 12:26:44.440435,25.88,26.86,26.37,26.37
2018-06-04 12:26:44.749941,25.88,26.37,26.37,26.37
2018-06-04 12:26:45.057807,25.39,26.86,26.37,26.86
2018-06-04 12:26:45.361891,25.88,26.86,26.37,26.37
2018-06-04 12:26:45.667660,25.88,26.86,26.37,26.37
2018-06-04 12:26:45.976280,25.88,26.86,26.37,26.86
2018-06-04 12:26:46.281159,25.88,26.86,26.37,26.86
2018-06-04 12:26:46.585857,25.88,26.86,26.37,26.37
2018-06-04 12:26:46.894768,25.88,26.86,25.88,26.86
2018-06-04 12:26:47.202130,25.39,26.37,26.37,26.86
2018-06-04 12:26:47.510194,25.39,26.37,25.88,26.86
2018-06-04 12:26:47.817472,25.88,26.37,26.37,26.37
2018-06-04 12:26:48.125866,25.88,26.86,26.37,26.37
2018-06-04 12:26:48.431589,25.88,26.86,26.37,26.37
2018-06-04 12:26:48.739861,25.39,26.37,26.37,26.37
2018-06-04 12:26:49.048161,25.39,26.86,26.37,26.37
2018-06-04 12:26:49.356384,25.88,26.86,26.37,26.37
2018-06-04 12:26:49.663790,25.39,26.86,26.37,26.37
2018-06-04 12:26:49.971018,25.39,26.86,26.37,26.86
2018-06-04 12:26:50.280072,25.88,26.86,26.37,26.37
2018-06-04 12:26:50.587798,25.88,26.86,26.37,26.37
2018-06-04 12:26:50.896185,25.88,26.86,26.37,26.37
2018-06-04 12:26:51.204245,25.39,26.37,26.37,26.37
2018-06-04 12:26:51.512449,25.39,26.86,26.37,26.37
2018-06-04 12:26:51.820171,25.88,26.86,26.37,26.86
2018-06-04 12:26:52.128162,25.39,26.37,26.37,26.37
2018-06-04 12:26:52.435643,25.39,26.86,26.37,26.37
2018-06-04 12:26:52.743995,25.39,26.86,25.88,26.37
2018-06-04 12:26:53.051684,25.39,26.37,26.37,26.37
2018-06-04 12:26:53.359406,25.39,26.86,26.37,26.37
2018-06-04 12:26:53.664627,25.88,26.37,26.37,26.37
2018-06-04 12:26:53.972213,25.39,26.37,26.37,26.37
2018-06-04 12:26:54.277651,25.88,26.86,26.37,26.37
2018-06-04 12:26:54.584900,25.88,26.37,26.37,26.37
2018-06-04 12:26:54.892770,25.39,26.37,26.37,26.37
2018-06-04 12:26:55.200962,25.88,26.86,26.37,26.86
2018-06-04 12:26:55.508685,25.39,26.86,26.37,26.86
2018-06-04 12:26:55.815133,25.39,26.86,26.37,26.37
2018-06-04 12:26:56.123751,25.39,26.37,26.37,26.37
2018-06-04 12:26:56.432051,25.39,26.86,26.37,26.86
2018-06-04 12:26:56.746442,25.39,26.86,26.37,26.37
2018-06-04 12:26:57.058273,25.39,26.86,26.37,26.37
2018-06-04 12:26:57.366050,25.88,26.86,26.37,26.86
2018-06-04 12:26:57.673850,25.39,26.86,26.37,26.86
2018-06-04 12:26:57.990689,25.88,26.86,26.37,26.86
2018-06-04 12:26:58.298697,25.39,26.86,25.88,26.86
2018-06-04 12:26:58.605943,25.88,26.37,26.37,26.37
2018-06-04 12:26:58.910665,25.88,26.37,26.37,26.86
2018-06-04 12:26:59.214156,25.88,26.86,26.37,26.86
2018-06-04 12:26:59.527098,25.39,26.37,26.37,26.37
2018-06-04 12:26:59.834330,25.88,26.37,26.37,26.37
2018-06-04 12:27:00.142681,25.39,26.86,25.88,26.37
2018-06-04 12:27:00.447380,25.88,26.86,26.37,26.37
2018-06-04 12:27:00.754794,25.88,26.86,26.37,26.37
2018-06-04 12:27:01.063016,25.88,26.86,26.37,26.86
2018-06-04 12:27:01.370743,25.39,26.86,26.37,26.37
2018-06-04 12:27:01.675301,25.88,26.37,26.37,26.37
2018-06-04 12:27:01.983477,25.39,26.86,26.37,26.37
2018-06-04 12:27:02.291451,25.88,26.86,26.37,26.86
2018-06-04 12:27:02.599174,25.88,26.37,26.37,26.37
2018-06-04 12:27:02.907098,25.39,26.37,26.37,26.86
2018-06-04 12:27:03.214975,25.88,26.37,26.37,26.86
2018-06-04 12:27:03.522210,25.39,26.86,26.37,26.37
2018-06-04 12:27:03.830433,25.88,26.86,26.37,26.37
2018-06-04 12:27:04.138156,25.88,26.86,26.37,26.37
2018-06-04 12:27:04.445911,25.88,26.37,26.37,26.86
2018-06-04 12:27:04.750555,25.88,26.86,26.37,26.86
2018-06-04 12:27:05.058000,25.39,26.86,26.37,26.37
2018-06-04 12:27:05.366224,25.88,26.86,26.37,26.37
2018-06-04 12:27:05.674175,25.88,26.86,25.88,26.86
2018-06-04 12:27:05.979534,25.88,26.86,26.37,26.37
2018-06-04 12:27:06.290882,25.39,26.37,26.37,26.86
2018-06-04 12:27:06.598052,25.39,26.86,26.37,26.37
2018-06-04 12:27:06.905512,25.39,26.37,26.37,26.37
2018-06-04 12:27:07.210702,25.88,26.86,26.37,26.86
2018-06-04 12:27:07.516817,25.39,26.86,26.37,26.37
2018-06-04 12:27:07.826042,25.39,26.86,26.37,26.86
2018-06-04 12:27:08.134279,25.39,26.86,26.37,26.37
2018-06-04 12:27:08.438665,25.88,26.86,25.88,26.37
2018-06-04 12:27:08.746889,25.39,26.86,26.37,26.86
2018-06-04 12:27:09.053097,25.39,26.37,26.37,26.86
2018-06-04 12:27:09.361321,25.88,26.86,26.37,26.37
2018-06-04 12:27:09.668204,25.88,26.86,26.37,26.86
2018-06-04 12:27:09.975699,25.88,26.86,26.37,26.37
2018-06-04 12:27:10.283923,25.88,26.86,26.37,26.37
2018-06-04 12:27:10.591362,25.88,26.86,26.37,26.86
2018-06-04 12:27:10.898164,25.39,26.86,26.37,26.37
2018-06-04 12:27:11.204942,25.39,26.37,26.37,26.37
2018-06-04 12:27:11.513804,25.88,26.37,26.37,26.37
2018-06-04 12:27:11.821526,25.88,26.37,25.88,26.86
2018-06-04 12:27:12.129255,25.88,26.86,26.37,26.86
2018-06-04 12:27:12.436473,25.88,26.37,26.37,26.37
2018-06-04 12:27:12.742946,25.88,26.37,25.88,26.37
2018-06-04 12:27:13.050530,25.88,26.86,26.37,26.37
2018-06-04 12:27:13.358448,25.88,26.86,26.37,26.86
2018-06-04 12:27:13.665629,25.88,26.37,26.37,26.86
2018-06-04 12:27:13.972630,25.39,26.86,26.37,26.37
2018-06-04 12:27:14.280353,25.88,26.37,26.37,26.37
2018-06-04 12:27:14.585782,25.39,26.86,26.37,26.37
2018-06-04 12:27:14.891435,25.88,26.86,26.37,26.86
2018-06-04 12:27:15.198681,25.39,26.86,26.37,26.86
2018-06-04 12:27:15.505807,25.88,26.37,26.37,26.37
2018-06-04 12:27:15.814664,25.88,26.86,26.37,26.37
2018-06-04 12:27:16.122159,25.39,26.86,26.37,26.37
2018-06-04 12:27:16.427602,25.88,26.86,25.88,26.37
2018-06-04 12:27:16.735518,25.39,26.37,26.37,26.37
2018-06-04 12:27:17.041397,25.39,26.86,26.86,26.86
2018-06-04 12:27:17.346618,25.39,26.86,26.37,26.86
2018-06-04 12:27:17.654036,25.88,26.86,26.37,26.37
2018-06-04 12:27:17.961381,25.39,26.86,26.37,26.37
2018-06-04 12:27:18.268545,25.88,26.86,26.37,26.37
2018-06-04 12:27:18.576625,25.39,26.86,26.37,26.86
2018-06-04 12:27:18.882185,25.39,26.37,26.37,26.86
2018-06-04 12:27:19.186907,25.39,26.86,26.37,26.37
2018-06-04 12:27:19.494745,25.39,26.37,26.37,26.37
2018-06-04 12:27:19.800469,25.39,26.86,26.37,26.37
2018-06-04 12:27:20.104472,25.88,26.86,26.37,26.37
2018-06-04 12:27:20.410320,25.39,26.86,26.37,26.86
2018-06-04 12:27:20.715542,25.39,26.86,26.37,26.37
2018-06-04 12:27:21.022556,25.88,26.37,26.37,26.37
2018-06-04 12:27:21.329751,25.88,26.86,26.37,26.37
2018-06-04 12:27:21.637195,25.39,26.37,26.37,26.37
2018-06-04 12:27:21.945130,25.39,26.86,26.37,26.37
2018-06-04 12:27:22.249733,25.39,26.37,26.37,26.86
2018-06-04 12:27:22.557947,25.88,26.86,26.37,26.37
2018-06-04 12:27:22.865331,25.88,26.86,26.37,26.86
2018-06-04 12:27:23.165906,25.88,26.86,26.37,26.37
2018-06-04 12:27:23.478809,25.39,26.86,26.37,26.37
2018-06-04 12:27:23.785131,25.88,26.86,26.37,26.86
2018-06-04 12:27:24.090913,25.39,26.86,26.37,26.86
2018-06-04 12:27:24.398159,25.39,26.86,25.88,26.37
2018-06-04 12:27:24.705425,25.88,26.86,26.37,26.37
2018-06-04 12:27:25.011703,25.88,26.86,25.88,26.86
2018-06-04 12:27:25.318555,25.39,26.37,26.37,26.37
2018-06-04 12:27:25.626670,25.88,26.86,26.37,26.86
2018-06-04 12:27:25.935256,25.88,26.86,26.37,26.86
2018-06-04 12:27:26.242145,25.88,26.37,26.37,26.37
2018-06-04 12:27:26.550222,25.88,26.86,26.37,26.37
2018-06-04 12:27:26.858101,25.88,26.86,26.37,26.37
2018-06-04 12:27:27.163346,25.39,26.86,26.37,26.37
2018-06-04 12:27:27.468345,25.39,26.86,26.37,26.86
2018-06-04 12:27:27.775114,25.39,26.37,26.37,26.37
2018-06-04 12:27:28.079531,25.88,26.37,26.37,26.37
2018-06-04 12:27:28.384797,25.39,26.37,26.37,26.37
2018-06-04 12:27:28.688998,25.88,26.86,26.37,26.37
2018-06-04 12:27:28.993999,25.88,26.86,26.37,26.37
2018-06-04 12:27:29.299409,25.88,26.86,26.37,26.86
2018-06-04 12:27:29.604235,25.88,26.86,26.37,26.86
2018-06-04 12:27:29.909095,25.88,26.86,26.37,26.86
2018-06-04 12:27:30.214532,25.39,26.86,26.37,26.37
2018-06-04 12:27:30.522885,25.39,26.37,26.37,26.86
2018-06-04 12:27:30.830621,25.39,26.86,26.37,26.37
